book_id,original_title,authors,average_rating,genre
2573,Skipping Christmas,John Grisham,3.47,comic 
2574,baaannnn,Michael Connelly,4.05,crime
2575,Home Front,Kristin Hannah,4.12,horror
2576,Beautiful Stranger,Christina Lauren,4.24,mystery
2577,The Sweet Far Thing,Libba Bray,3.97,fairy tale fantasy
2578,A Lesson Before Dying,Ernest J. Gaines,3.93,fiction
2579,SantaLand Diaries,David Sedaris,4.33,science fiction
2580,See Me,Nicholas Sparks,3.93,autobiographical
2581,Mini Shopaholic,Sophie Kinsella,3.7,dictionary
2582,mono,"Gene Zion, Margaret Bloy Graham",4.17,comic
2583,lithic,Jennifer Weiner,3.61,autobiographical
2584,Down and Out in Paris and London,George Orwell,4.1,horror
2585,commune,Hiro Fujiwara,4.4,comic 
2586,Griffin & Sabine: An Extraordinary Correspondence,Nick Bantock,4.01,mystery
2587,Ruin and Rising,Leigh Bardugo,4.17,fiction
2588,immune,Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙÙŠÙ‚,3.9,comic 
2589,Certain Girls,Jennifer Weiner,3.7,genre
2590,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,4.29,fiction
2591,Beyond the Highland Mist,Karen Marie Moning,3.99,comic 
2592,The Stranger Beside Me,Ann Rule,4.13,crime
2593,Stargazer,Claudia Gray,3.8,horror
2594,Rising Sun,Michael Crichton,3.61,mystery
2595,The Other Side of Midnight,Sidney Sheldon,3.89,fairy tale fantasy
2596,The Reversal,Michael Connelly,4.13,fiction
2597,Wayside School is Falling Down,"Louis Sachar, Joel Schick",4.17,science fiction
2598,The Invisible Bridge,"Julie Orringer, Arthur Morey",4.19,autobiographical
2599,The Fall of Five,Pittacus Lore,4.24,dictionary
2600,The Mayor of Casterbridge,"Thomas Hardy, Keith Wilson",3.8,fiction
2601,The Red Pony,John Steinbeck,3.42,comic 
2602,Marekors ,Jo NesbÃ¸,4.03,crime
2603,Here on Earth ,Alice Hoffman,3.68,horror
2604,Taltos,"Anne Rice, Tim Curry",3.78,mystery
2605,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton,4.08,fairy tale fantasy
2606,The Daylight War,Peter V. Brett,4.23,fiction
2607,The Appeal,John Grisham,3.58,science fiction
2608,The Woman Who Rides Like a Man,Tamora Pierce,4.2,autobiographical
2609,Rivers of London,Ben Aaronovitch,3.92,dictionary
2610,Lucy Sullivan is Getting Married,Marian Keyes,3.74,comic
2611,A Hat Full of Sky,Terry Pratchett,4.29,autobiographical
2612,A Suitable Boy,Vikram Seth,4.1,horror
2613,We Should All Be Feminists,Chimamanda Ngozi Adichie,4.47,comic 
2614,River Marked,Patricia Briggs,4.26,mystery
2615,I Like You: Hospitality Under the Influence,Amy Sedaris,3.87,fiction
2616,Pattern Recognition,William Gibson,3.86,comic 
2617,The Kind Worth Killing,Peter  Swanson,4.03,genre
2618,"1,000 Places to See Before You Die",Patricia Schultz,3.83,fiction
2619,Physik,"Angie Sage, Mark Zug",3.99,comic 
2620,Boy: Tales of Childhood,"Roald Dahl, Quentin Blake",4.09,crime
2621,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.15,horror
2622,Memorial Day,Vince Flynn,4.3,mystery
2623,"Wild Magic (Immortals, #1)",Tamora Pierce,4.32,fairy tale fantasy
2624,Prelude to Foundation,Isaac Asimov,4.05,fiction
2625,You Are Special: A Story for Everyone,Max Lucado,4.45,science fiction
2626,The Wrath & the Dawn,Renee Ahdieh,4.19,autobiographical
2627,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"Nicholas D. Kristof, Sheryl WuDunn",4.31,dictionary
2628,Why We Broke Up,"Daniel Handler, Maira Kalman",3.49,fiction
2629,The Assassin's Blade,Sarah J. Maas,4.48,comic 
2630,American Wife,Curtis Sittenfeld,3.72,crime
2631,Cursor's Fury,Jim Butcher,4.36,horror
2632,The Sparrow,Mary Doria Russell,4.17,mystery
2633,Mercy,Jodi Picoult,3.57,fairy tale fantasy
2634,The Paper Magician,Charlie N. Holmberg,3.63,fiction
2635,"Act Like a Lady, Think Like a Man",Steve Harvey,3.82,science fiction
2636,"Act Like a Lady, Think Like a Man",Candice Millard,4.19,autobiographical
2637,We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem",4.05,dictionary
2638,we know,Emerson Eggerichs,4.17,comic
2639,The Brass Verdict,Michael Connelly,4.08,autobiographical
2640,Star Wars: Dark Force Rising,Timothy Zahn,4.14,horror
2641,Never Go Back ,Lee Child,4.02,comic 
2642,The Two Princesses of Bamarre,Gail Carson Levine,4.02,mystery
2643,Black Boy: A Record of Youth and Childhood,"Richard Wright, Jerry W. Ward Jr.",4.02,fiction
2644,Cane River,Lalita Tademy,4.04,fiction
2645,"Phantom (Sword of Truth, #10)",Terry Goodkind,3.99,comic 
2646,Foundation and Earth,Isaac Asimov,4.02,crime
2647,Flags of Our Fathers,"James D. Bradley, Ron Powers",4.18,horror
2648,Winnie-the-Pooh & The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",4.43,mystery
2649,An Autobiography or The Story of My Experiments with Truth,Mahatma Gandhi,4.07,fairy tale fantasy
2650,It's Not About the Bike: My Journey Back to Life,"Lance Armstrong, Sally Jenkins",3.72,fiction
2651,Undaunted Courage,Stephen E. Ambrose,4.22,science fiction
2652,H is for Hawk,Helen Macdonald,3.74,autobiographical
2653,Us,David Nicholls,3.66,dictionary
2654,Sojourn (Dark Elf #3),R.A. Salvatore,4.23,comic
2655,go to hellll,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",4.37,autobiographical
2656,you toooo,"Karuho Shiina, Tomo Kimura",4.23,horror
2657,False Memory,Dean Koontz,3.87,comic 
2658,Moving Pictures,Terry Pratchett,3.91,mystery
2659,Captive in the Dark,C.J. Roberts,4.01,fiction
2660,cant seeee,James Allen,4.29,comic 
2661,Bonk: The Curious Coupling of Science and Sex,Mary Roach,3.83,genre
2662,Midnight Alley,Rachel Caine,4.11,fiction
2663,Das Lavendelzimmer ,"Nina George, Simon Pare",3.51,comic 
2664,Sweet Tooth,Ian McEwan,3.4,crime
2665,"Twisted Perfection (Perfection, #1)",Abbi Glines,4.26,horror
2666,Executive Orders,Tom Clancy,4.04,mystery
2667,One Thousand Gifts,Ann Voskamp,4.03,fairy tale fantasy
2668,Psycho,Robert Bloch,4.09,fiction
2669,Ship of Magic,Robin Hobb,4.12,science fiction
2670,Where Eagles Dare ,"Alistair MacLean, Clint Willis",4.12,autobiographical
2671,Circle of Friends,Maeve Binchy,4,dictionary
2672,milk and honey,Rupi Kaur,4.27,fiction
2673,Rainbow Six,Tom Clancy,4.07,comic 
2674,Fragile Things: Short Fictions and Wonders,Neil Gaiman,4.02,crime
2675,Sister,Rosamund Lupton,3.77,horror
2676,half time,"Liu Cixin, Ken Liu",4,mystery
2677,Thief of Time,Terry Pratchett,4.25,fairy tale fantasy
2678,Superman: Red Son,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",4.17,fiction
2679,Three Junes,Julia Glass,3.56,science fiction
2680,thrice ,"Benjamin Franklin, Lewis Leary",3.83,autobiographical
2681,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,4.2,dictionary
2682,King of Thorns,Mark  Lawrence,4.2,comic
2683,The Sins of the Father,Jeffrey Archer,4.01,autobiographical
2684,Shadowland,Meg Cabot,4.04,horror
2685,Killer ,Sara Shepard,4.07,comic 
2686,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,"W. Chan Kim, RenÃ©e Mauborgne",3.86,mystery
2687,Fang,James Patterson,4.07,fiction
2688,The Peach Keeper ,Sarah Addison Allen,3.84,comic 
2689,The Napping House,"Audrey Wood, Don    Wood",4.27,genre
2690,nappiiii,Matthew FitzSimmons,4.15,fiction
2691,You Suck ,Christopher Moore,3.82,comic 
2692,Beautiful Oblivion,Jamie McGuire,4.13,crime
2693,A Fire Upon The Deep,Vernor Vinge,4.13,horror
2694,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",Eckhart Tolle,4.25,mystery
2695,The Face on the Milk Carton,Caroline B. Cooney,3.72,fairy tale fantasy
2696,Put Me in the Zoo,Robert Lopshire,4.13,fiction
2697,"Firelight (Firelight, #1)",Sophie Jordan,3.88,science fiction
2698,Le cittÃ  invisibili,"Italo Calvino, William Weaver",4.19,autobiographical
2699,Flat-Out Love ,Jessica Park,4.01,dictionary
2700,The Narrow Road to the Deep North,Richard Flanagan,4,fiction
2701,The Claiming of Sleeping Beauty,"A.N. Roquelaure, Anne Rice",3.28,comic 
2702, Call the midwife : a true story of the East End in the 1950s,Jennifer Worth,4.17,crime
2703,Hell's Angels,Hunter S. Thompson,4,horror
2704,Then Came You,Jennifer Weiner,3.69,mystery
2705,The Awakening,L.J. Smith,3.41,fairy tale fantasy
2706,It Had to Be You,Susan Elizabeth Phillips,4.04,fiction
2707,Boomerang: Travels in the New Third World,Michael   Lewis,3.87,science fiction
2708,Fly Away Home,Jennifer Weiner,3.66,autobiographical
2709,Le Rouge et le Noir,"Stendhal, Roger Gard",3.87,dictionary
2710,The Virgin's Lover,Philippa Gregory,3.69,comic
2711,Incarceron,Catherine Fisher,3.64,autobiographical
2712,Awake at Dawn,C.C. Hunter,4.29,horror
2713,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,Bev Vincent,4.29,comic 
2714,Starcrossed,Josephine Angelini,4.08,mystery
2715,Night Star,Alyson Noel,3.82,fiction
2716,Dead Poets Society ,N.H. Kleinbaum,4.21,comic 
2717,god is greatt,Emily Bleeker,3.66,genre
2718,The Fifth Elephant,Terry Pratchett,4.24,fiction
2719,The Sorcerer in the North,John Flanagan,4.25,comic 
2720,Autobiography of a Yogi,Paramahansa Yogananda,4.22,crime
2721,"Hexed (Iron Druid Chronicles, #2)",Kevin Hearne,4.22,horror
2722,Scary Stories to Tell in the Dark,"Alvin Schwartz, Stephen Gammell",4.05,mystery
2723,Fool Me Once,Harlan Coben,3.9,fairy tale fantasy
2724,Hiroshima,John Hersey,3.94,fiction
2725,Hate List,Jennifer Brown,4.03,science fiction
2726,home alone 6,Kasie West,3.95,autobiographical
2727,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,3.85,dictionary
2728,Abaddon's Gate,James S.A. Corey,4.18,fiction
2729,Veinte poemas de amor y una canciÃ³n desesperada,"Pablo Neruda, W.S. Merwin, Cristina GarcÃ­a",4.33,comic 
2730,The Cardinal of the Kremlin,Tom Clancy,4.01,crime
2731,"No, David!",David Shannon,4.11,horror
2732,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia","Thomas More, Paul Turner",3.5,mystery
2733,The Name of This Book Is Secret,"Pseudonymous Bosch, Gilbert Ford",4.04,fairy tale fantasy
2734,Dorothy Must Die,Danielle  Paige,3.84,fiction
2735,The Husband,Dean Koontz,3.8,science fiction
2736,The Particular Sadness of Lemon Cake,Aimee Bender,3.19,autobiographical
2737,The Big Bad Wolf  ,James Patterson,3.97,dictionary
2738,Balzac et la Petite Tailleuse chinoise,"Dai Sijie, Ina Rilke",3.63,comic
2739,Bad Feminist ,Roxane Gay,3.91,autobiographical
2740,Petals on the Wind,V.C. Andrews,3.82,horror
2741,Danny: The Champion of the World,"Roald Dahl, Quentin Blake",4.07,comic 
2742,may I come in,Amy Chua,3.61,mystery
2743,Nimona,Noelle Stevenson,4.2,fiction
2744,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.97,comic 
2745,From Potter's Field,Patricia Cornwell,4.02,genre
2746,"Mary, Mary",James Patterson,3.93,fiction
2747,Oranges Are Not the Only Fruit,Jeanette Winterson,3.75,comic 
2748,Grounded (Up In The Air #3),R.K. Lilley,4.29,crime
2749,I Too Had A Love Story,Ravinder Singh,3.64,horror
2750,Mrs. Piggle-Wiggle,"Betty MacDonald, Alexandra Boiger",4.16,mystery
2751,Trunk Music,Michael Connelly,4.15,fairy tale fantasy
2752,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,3.93,fiction
2753,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,"Ina Garten, Quentin Bacon",4.16,science fiction
2754,Blood Work,Michael Connelly,4.11,autobiographical
2755,The Gods Themselves,Isaac Asimov,4.08,dictionary
2756,dhbusyj,Peter Lerangis,3.97,fiction
2757,ryujm ,Sena Jeter Naslund,4.02,comic 
2758,poihgfcx,"CLAMP, Anthony Gerard",4.12,crime
2759,"Cirque Du Freak (Cirque du Freak, #1) ",Darren Shan,4.07,horror
2760,"The League of Extraordinary Gentlemen, Vol. I","Alan Moore, Kevin O'Neill",3.93,mystery
2761,Feed,M.T. Anderson,3.54,fairy tale fantasy
2762,wsdcvbnj,Nalini Singh,4.12,fiction
2763,fdvytdgdhnbbi,"Euripides, Rex Warner",3.83,science fiction
2764,The Demon King,Cinda Williams Chima,4.2,autobiographical
2765,Hinds' Feet on High Places,Hannah Hurnard,4.3,dictionary
2766,Black Hole,Charles Burns,3.83,comic
2767,"Saga, Volume Three","Brian K. Vaughan, Fiona Staples",4.56,autobiographical
2768,Personal,Lee Child,3.9,horror
2769,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,3.82,comic 
2770,A Man Without a Country,Kurt Vonnegut Jr.,4.07,mystery
2771,When I Found You,Catherine Ryan Hyde,3.92,fiction
2772,Lilac Girls,Martha Hall Kelly,4.31,comic 
2773,7th Heaven,"James Patterson, Maxine Paetro",4.06,genre
2774,Make Me,Lee Child,3.95,fiction
2775,A Constellation of Vital Phenomena,Anthony Marra,4.13,comic 
2776,While It Lasts,Abbi Glines,4.24,crime
2777,The End of Your Life Bookclub,Will Schwalbe,3.81,horror
2778,Two-Way Street,Lauren Barnholdt,3.8,mystery
2779,All in,Raine Miller,4.11,fairy tale fantasy
2780,The Siege of Macindaw,John Flanagan,4.33,fiction
2781,A Grief Observed,C.S. Lewis,4.26,science fiction
2782,"Transmetropolitan, Vol. 1: Back on the Street","Warren Ellis, Darick Robertston, Garth Ennis",4.23,autobiographical
2783,"Emperor Mage (Immortals, #3)",Tamora Pierce,4.3,dictionary
2784,Decision Points,George W. Bush,3.77,fiction
2785,Witch & Wizard,"James Patterson, Gabrielle Charbonnet",3.57,comic 
2786,Julie of the Wolves,"Jean Craighead George, John Schoenherr",3.79,crime
2787,Forever . . .,Judy Blume,3.63,horror
2788,The Wright Brothers,David McCullough,4.16,mystery
2789,The Matarese Circle,Robert Ludlum,4.03,fairy tale fantasy
2790,American Lion: Andrew Jackson in the White House,Jon Meacham,3.76,fiction
2791,The Forgotten,David Baldacci,4.07,science fiction
2792,Shadows of Self,Brandon Sanderson,4.3,autobiographical
2793,Mad About the Boy,Helen Fielding,3.32,dictionary
2794,The Four Loves,C.S. Lewis,4.16,comic
2795,Archer's Voice,Mia Sheridan,4.45,autobiographical
2796,The Lost Wife,Alyson Richman,4.2,horror
2797,Storia della bellezza,"Umberto Eco, Girolamo De Michele, Alastair McEwen",3.77,comic 
2798,"I, Claudius",Robert Graves,4.27,mystery
2799,The Testing,Joelle Charbonneau,4.05,fiction
2800,Takedown Twenty,Janet Evanovich,3.75,comic 
2801,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,3.95,genre
2802,Terrier,Tamora Pierce,4.16,fiction
2803,First Grave on the Right,Darynda Jones,4.07,comic 
2804,A House in the Sky,"Amanda Lindhout, Sara Corbett",4.2,crime
2805,Anya's Ghost,Vera Brosgol,3.88,horror
2806,The Rules of Attraction,Bret Easton Ellis,3.71,mystery
2807,"The Good, the Bad, and the Undead",Kim Harrison,4.26,fairy tale fantasy
2808,The Crystal Shard,R.A. Salvatore,4.13,fiction
2809,Wide Sargasso Sea,Jean Rhys,3.56,science fiction
2810,The Magus,John Fowles,4.04,autobiographical
2811,King of the Murgos,David Eddings,4.1,dictionary
2812,"It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)",Louise Rennison,3.96,fiction
2813,You,Caroline Kepnes,3.83,comic 
2814,Dreams of Gods & Monsters,Laini Taylor,4.23,crime
2815,Playing For Pizza,John Grisham,3.41,horror
2816,Tiger's Curse,Colleen Houck,4.07,mystery
2817,Chapterhouse: Dune,Frank Herbert,3.89,fairy tale fantasy
2818,Brown Girl Dreaming,Jacqueline Woodson,4.11,fiction
2819,Feed,Mira Grant,3.86,science fiction
2820,Icy Sparks,Gwyn Hyman Rubio,3.68,autobiographical
2821,Rainbow Valley,L.M. Montgomery,4.12,dictionary
2822,The Templar Legacy,Steve Berry,3.81,comic
2823,J is for Judgment (Kinsey Millhone #10),Sue Grafton,4.01,autobiographical
2824,The Physick Book of Deliverance Dane,Katherine Howe,3.7,horror
2825,Deadhouse Gates,Steven Erikson,4.25,comic 
2826,Lick,Kylie Scott,4.15,mystery
2827,"Not a Penny More, Not a Penny Less",Jeffrey Archer,4,fiction
2828,Best Served Cold,Joe Abercrombie,4.16,comic 
2829,Elizabeth Is Missing,Emma Healey,3.7,genre
2830,Consent to Kill,Vince Flynn,4.36,fiction
2831,The Warmth of Other Suns: The Epic Story of America's Great Migration ,Isabel Wilkerson,4.31,comic 
2832,The First Fifteen Lives of Harry August,Claire North,4.04,crime
2833,El prisionero del cielo,Carlos Ruiz ZafÃ³n,3.96,horror
2834,The Guns of August,"Barbara W. Tuchman, Robert K. Massie",4.18,mystery
2835,Separation of Power,Vince Flynn,4.32,fairy tale fantasy
2836,"Tomorrow, When the War Began",John Marsden,4.05,fiction
2837,"Monuments Men: Allied Heroes, Nazi Thieves and the Greatest Treasure Hunt in History ","Robert M. Edsel, Bret Witter",3.75,science fiction
2838,Love Letters to the Dead,Ava Dellaira,3.82,autobiographical
2839,War Brides,Helen Bryan,3.75,dictionary
2840,Homegoing,Yaa Gyasi,4.41,fiction
2841,Packing for Mars: The Curious Science of Life in the Void ,Mary Roach,3.93,comic 
2842,Divine Justice,David Baldacci,4.17,crime
2843,Kick-Ass,"Mark Millar, John Romita Jr., Rob Liefeld",4.04,horror
2844,Left to Tell: Discovering God Amidst the Rwandan Holocaust,"ImmaculÃ©e Ilibagiza, Steve Erwin",4.43,mystery
2845,Plague,Michael  Grant,4.18,fairy tale fantasy
2846,Hard Times: For These Times,Charles Dickens,3.5,fiction
2847,La VÃ©ritÃ© sur l'affaire Harry Quebert,JoÃ«l Dicker,3.94,science fiction
2848,A God in Ruins,Kate Atkinson,3.92,autobiographical
2849,Caught,Harlan Coben,3.98,dictionary
2850,Magic Study,Maria V. Snyder,4.06,comic
2851,hum ne,"CLAMP, Shirley Kubo",4.05,autobiographical
2852,khaya piiiiiza,"Koushun Takami, Yuji Oniki",4.24,horror
2853,The Girl Who Chased the Moon,Sarah Addison Allen,3.97,comic 
2854,A Town Like Alice,Nevil Shute,4.12,mystery
2855,tmne nahi,Sophia Amoruso,3.71,fiction
2856,The Secret Life Of CeeCee Wilkes,Diane Chamberlain,4.09,comic 
2857,Crocodile on the Sandbank,Elizabeth Peters,4.02,genre
2858,Bed of Roses,Nora Roberts,4.11,fiction
2859,Debt of Honor,Tom Clancy,4.03,comic 
2860,Till We Have Faces,C.S. Lewis,4.19,crime
2861,Point Blanc,Anthony Horowitz,4.1,horror
2862,Strangers,Dean Koontz,3.98,mystery
2863,The Kill Artist,Daniel Silva,4,fairy tale fantasy
2864,Knuffle Bunny:  A Cautionary Tale,Mo Willems,4.26,fiction
2865,The Gashlycrumb Tinies,Edward Gorey,4.23,science fiction
2866,The Long Earth,"Terry Pratchett, Stephen Baxter",3.74,autobiographical
2867,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,"Steven Pressfield, Robert McKee",4.07,dictionary
2868,khaya kyaaaa,Abbi Glines,3.95,fiction
2869,What We Talk About When We Talk About Love: Stories,Raymond Carver,4.22,comic 
2870,That Summer,Sarah Dessen,3.49,crime
2871,Theft of Swords,Michael J. Sullivan,4.21,horror
2872,Necessary Lies,Diane Chamberlain,4.21,mystery
2873,Lucifer's Hammer,"Larry Niven, Jerry Pournelle",3.98,fairy tale fantasy
2874,Montana Sky,Nora Roberts,4.07,fiction
2875,Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",4.11,science fiction
2876,I Was Here,Gayle Forman,3.78,autobiographical
2877,I knoe,"A.A. Milne, Ernest H. Shepard",4.49,dictionary
2878,u gooood,Lisa Gardner,3.97,comic
2879,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,4.2,autobiographical
2880,I also good,Veronica Roth,4.32,horror
2881,Making Money,Terry Pratchett,4.23,comic 
2882,Happy Ever After,Nora Roberts,4.17,mystery
2883,Harvesting the Heart,Jodi Picoult,3.59,fiction
2884,Never Fade,Alexandra Bracken,4.33,comic 
2885,Dewey: The Small-Town Library Cat Who Touched the World,"Vicki Myron, Bret Witter",3.85,genre
2886,The School for Good and Evil,Soman Chainani,4,fiction
2887,For a Few Demons More ,Kim Harrison,4.33,comic 
2888,The Secret Place,Tana French,3.83,crime
2889,Mistborn Trilogy Boxed Set,Brandon Sanderson,4.55,horror
2890,we both goooood,Jeffery Deaver,4.16,mystery
2891,The Emperor's Code,Gordon Korman,4.04,fairy tale fantasy
2892,The Complete Adventures of Curious George,"Margret Rey, H.A. Rey",4.23,fiction
2893,The Drop,Michael Connelly,4.14,science fiction
2894,alll good,Naoko Takeuchi,4.29,autobiographical
2895,cghytre,"Steven D. Levitt, Stephen J. Dubner",3.82,dictionary
2896,Drama,"Raina Telgemeier, Gurihiru",4.14,fiction
2897,Assassination Vacation,Sarah Vowell,3.98,comic 
2898,Nine Princes in Amber,Roger Zelazny,4.1,crime
2899,The Museum of Extraordinary Things,Alice Hoffman,3.73,horror
2900,"Ender in Exile (The Ender Quintet, #2)",Orson Scott Card,3.89,mystery
2901,Undead and Unwed,MaryJanice Davidson,3.81,fairy tale fantasy
2902,O Monte Cinco,Paulo Coelho,3.61,fiction
2903,The Power of Myth,"Joseph Campbell, Bill Moyers",4.3,science fiction
2904,Lock In,John Scalzi,3.85,autobiographical
2905,Longbourn,Jo Baker,3.62,dictionary
2906,As You Wish: Inconceivable Tales from the Making of The Princess Bride,"Cary Elwes, Joe Layden, Various, Rob Reiner",4.08,comic
2907,"Good Night, Gorilla",Peggy Rathmann,4.2,autobiographical
2908,"Severed Heads, Broken Hearts",Robyn Schneider,3.78,horror
2909,"In Too Deep (The 39 Clues, Book 6)",Jude Watson,4.02,comic 
2910,Catch Me If You Can,"Frank W. Abagnale, Stan Redding",4.05,mystery
2911,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton,3.89,fiction
2912,ce nterdcv,Gary Zukav,3.97,comic 
2913,Claim Me,J. Kenner,4.21,genre
2914,Special Topics in Calamity Physics,Marisha Pessl,3.7,fiction
2915,Bird Box,Josh Malerman,3.98,comic 
2916,Partials,Dan Wells,3.94,crime
2917,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,4.04,horror
2918,What She Left Behind,Ellen Marie Wiseman,3.86,mystery
2919,Wicked,Sara Shepard,4.04,fairy tale fantasy
2920,Transfer of Power,Vince Flynn,4.31,fiction
2921,Ariel,Sylvia Plath,4.23,science fiction
2922,"Batman, Volume 1: The Court of Owls","Scott Snyder, Greg Capullo, Jonathan Glapion",4.3,autobiographical
2923,Practical Demonkeeping,Christopher Moore,3.81,dictionary
2924,The Last Templar,Raymond Khoury,3.57,fiction
2925,Official Book Club Selection: A Memoir According to Kathy Griffin,Kathy Griffin,3.8,comic 
2926,Kniha smÃ­chu a zapomnÄ›nÃ­,"Milan Kundera, Aaron Asher",4.01,crime
2927,The Horse Whisperer,Nicholas Evans,3.77,horror
2928,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,Sherry Argov,3.89,mystery
2929,Wanted,Sara Shepard,4.15,fairy tale fantasy
2930,The Outlaw Demon Wails ,Kim Harrison,4.38,fiction
2931,Flatland: A Romance of Many Dimensions,"Edwin A. Abbott, Banesh Hoffmann",3.81,science fiction
2932,The Diviners,Libba Bray,3.96,autobiographical
2933,The Spectacular Now,Tim Tharp,3.53,dictionary
2934,The Art of Loving,"Erich Fromm, Peter D. Kramer, Rainer Funk",4.01,comic
2935,Gregor and the Code of Claw,Suzanne Collins,4.25,autobiographical
2936,Eric,Terry Pratchett,3.72,horror
2937,The Sandman: A Game of You,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",4.43,comic 
2938,The Other Side of the Story,Marian Keyes,3.77,mystery
2939,Beach Music,Pat Conroy,4.13,fiction
2940,"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,4.6,comic 
2941,The Kiss of Deception,Mary E. Pearson,4.06,genre
2942,Tai-Pan,James Clavell,4.25,fiction
2943,The Weird Sisters,Eleanor Brown,3.36,comic 
2944,The Truth,Terry Pratchett,4.25,crime
2945,The Leftovers,Tom Perrotta,3.38,horror
2946,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,4.1,mystery
2947,hummmmmmmmm,"Margaret Weis, Tracy Hickman",4.13,fairy tale fantasy
2948,kiiiiiiii,Portia de Rossi,3.83,fiction
2949,Mine Till Midnight,Lisa Kleypas,4.08,science fiction
2950,All the President's Men,"Carl Bernstein, Bob Woodward",4.17,autobiographical
2951,realll,Andrea Cremer,4.12,dictionary
2952,The Mill on the Floss,"George Eliot, A.S. Byatt",3.77,fiction
2953,Super Sad True Love Story,Gary Shteyngart,3.44,comic 
2954,super naturall,Robin McKinley,4.24,crime
2955,Lover at Last,J.R. Ward,4.3,horror
2956,loverrr,"Michelle Rowen, Richelle Mead",4.45,mystery
2957,Surprised by Joy: The Shape of My Early Life,C.S. Lewis,4.14,fairy tale fantasy
2958,"GÃ¶del, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,4.3,fiction
2959,Trickster's Queen,Tamora Pierce,4.28,science fiction
2960,trickkkkkk,"Robert Frost, Edward Connery Lathem",4.23,autobiographical
2961,Freak the Mighty,Rodman Philbrick,3.98,dictionary
2962,This Is What Happy Looks Like,Jennifer E. Smith,3.69,comic
2963,What's So Amazing About Grace?,Philip Yancey,4.21,autobiographical
2964,Kill Shot,Vince Flynn,4.3,horror
2965,The Plains of Passage,Jean M. Auel,3.77,comic 
2966,Hard Luck,Jeff Kinney,4.28,mystery
2967,Bokhandleren i Kabul,"Ã…sne Seierstad, Ingrid Christopherson",3.76,fiction
2968,The Merchant of Death,D.J. MacHale,3.93,comic 
2969,The City & The City,China MiÃ©ville,3.91,genre
2970,Fatal Voyage,Kathy Reichs,4.04,fiction
2971,Magic Strikes,Ilona Andrews,4.44,comic 
2972,My Favorite Mistake,Chelsea M. Cameron,4.01,crime
2973,Airport,Arthur Hailey,3.92,horror
2974,Angel,James Patterson,4.02,mystery
2975,Kurt Vonnegut's Cat Cradle,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",4.35,fairy tale fantasy
2976,Ramona the Brave ,"Beverly Cleary, Alan Tiegreen",4.09,fiction
2977,Star Wars: The Last Command,Timothy Zahn,4.2,science fiction
2978,The Emperor's Soul,Brandon Sanderson,4.33,autobiographical
2979,Just After Sunset,Stephen King,3.85,dictionary
2980,Sold,Patricia McCormick,4.19,fiction
2981,Double Cross,James Patterson,3.99,comic 
